"gameid","period","possessionnumber","eventnum","x","y","value","playerid","made","time","margin","shotquality","blocked","blockplayerid","assisted","assistplayerid","putback","shottype","oreboundedshoteventnum","oreboundedrebeventnum","lineupid","opplineupid","and1","wide_open","pass_from_x","pass_from_y","pass_from_player_id","catch_and_shoot","seconds_remaining_on_shot_clock"
"0021900667",1,10,31,237,8,3,203076,False,603,-2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201980-202340-203076-2544-2730","1627752-1628386-202681-203915-203925",False,"false","-2","40","2544","true","17"
"0021900667",2,41,301,-230,-27,3,202340,False,147,2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201980-202340-203076-2544-2730","1627747-1627752-1628386-202681-203925",False,"false","0","50","2544","true","16"
"0021900667",1,40,127,-228,-17,3,203484,True,201,3,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201162-202340-203484-2544","1627747-1628386-201163-202066-202681",False,"false","155","320","2544","true","19"
"0021900667",2,41,308,228,-12,3,1628398,True,135,2,NULL,NULL,0,True,2544,False,"Corner3",301,302,"1628398-201980-202340-203076-2544","1627747-1627752-1628386-202681-203925",False,"true","-46","100","2544","true","7"
"0021900667",3,3,385,189,158,3,201980,True,682,7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201980-202340-203076-2544-2730","1627752-1628386-202681-203915-203925",False,"false","125","360","2544","true","20"
"0021900667",4,4,549,237,16,3,203484,True,676,10,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-201162-203484-2544","1627747-1628386-201163-202066-203915",False,"false","-185","80","2544","true","8"
"0021900667",2,39,297,-227,-21,3,201980,True,177,1,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-202340-203076-2544-2730","1627747-1627752-1628386-202681-203925",False,"false","2","260","2544","true","13"
"0021900667",4,18,584,-19,252,3,1628398,False,477,17,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-201162-203484-2544","1627752-1628386-202066-202681-203915",False,"false","-165","30","2544","true","17"
"0021900684",1,25,65,228,79,3,202340,True,395,0,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-202340-203076-2544-2730","1627732-1629003-1629680-201143-202699",False,"true","2","150","2544","true","4"
"0021900684",3,14,385,-68,250,3,201980,False,519,-18,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-202340-203076-2544-2730","1627732-1629003-1629680-201143-202699",False,"false","-7","240","2544","true","19"
"0021900684",2,18,211,-11,251,3,1628398,False,426,-6,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-201162-203484-2544","1627732-1629003-1629680-201143-202699",False,"false","-178","180","2544","true","5"
"0021900684",3,28,423,-179,188,3,203076,True,320,-22,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-201980-203076-203484-2544","1627732-1627788-1629680-201143-202699",False,"false","2","280","2544","true","14"
"0021900684",3,32,430,-236,31,3,203076,True,227,-17,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-201980-203076-203484-2544","1627732-1627788-1629680-201143-202699",False,"false","-178","170","2544","true","13"
"0021900684",2,16,207,236,60,3,201162,True,466,-9,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-201162-203484-2544","1627732-1629003-1629680-201143-202699",False,"false","-62","130","2544","true","11"
"0021900684",2,44,317,222,118,3,202340,False,94,-3,NULL,False,0,NULL,0,False,"Arc3",315,316,"1628398-201980-202340-2544-2730","1627732-1627788-1629680-201143-203118",False,"false","27","150","2544","true","4"
"0021900684",4,1,515,-200,162,3,200765,False,699,-12,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203076-203484-2544","1627732-1629003-202699-203516-203526",False,"true","0","40","2544","true","5"
"0021900915",1,44,149,-86,242,3,1628398,True,50,-5,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-200765-202693-203484-2544","1627788-203118-203526-203658-203922",False,"false","115","230","2544","true","14"
"0021900915",4,10,516,81,246,3,200765,False,576,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"200765-202693-203484-2544-2730","1627788-1629003-201143-203118-203922",False,"false","192","70","2544","true","18"
"0021900915",2,9,189,-227,30,3,203484,False,585,-7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-202693-203484-2544-2730","1627788-202692-203118-203526-203922",False,"false","7","140","2544","true","12"
"0021900915",4,30,593,-161,202,3,201980,False,240,9,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1629003-201143-202692-202699-203118",False,"false","72","10","2544","true","3"
"0021900915",4,32,600,-30,256,3,203076,True,199,9,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-202340-203076-203484-2544","1629003-201143-202692-202699-203118",False,"false","80","130","2544","true","4"
"0021900915",4,38,616,-231,34,3,202340,True,102,9,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-202340-203076-203484-2544","201143-202692-202699-203118-203922",False,"false","47","-10","2544","true","4"
"0021900726",2,22,257,130,230,3,1626188,True,414,1,NULL,NULL,0,True,2544,False,"Arc3",255,256,"1626188-1627936-201162-2544-2730","1629018-202355-203081-203468-2772",False,"false","-78","150","2544","true","11"
"0021900726",3,22,443,244,27,3,201980,False,416,0,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1626209-202355-203081-203468-2772",False,"true","2","220","2544","true","18"
"0021900726",4,21,623,140,217,3,203484,False,418,-5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"203076-203484-203584-2544-2730","1626209-202355-203081-203468-2772",False,"false","-104","290","2544","true","14"
"0021900726",4,43,694,81,254,3,202340,True,104,-7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-202340-203076-203484-2544","1629018-202355-203081-203468-2772",False,"false","-10","300","2544","true","11"
"0021900726",1,7,21,228,94,3,202340,False,604,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1629117-202355-203081-203468-2772",False,"false","-47","-30","2544","true","3"
"0021900726",3,6,384,-232,15,3,201980,False,606,-2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1629117-202355-203081-203468-2772",False,"false","-78","270","2544","true","13"
"0021900726",1,11,28,219,137,3,201980,False,555,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1629117-202355-203081-203468-2772",False,"false","87","-50","2544","true","16"
"0021900726",1,39,105,229,42,3,203584,False,218,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-203076-203484-203584-2544","1629018-1629642-202355-203081-2772",False,"false","-21","-10","2544","true","15"
"0021900726",3,26,456,177,199,3,201980,True,367,1,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1626209-202355-203081-203468-2772",False,"false","-103","280","2544","true","19"
"0021900726",4,3,566,-109,252,3,203484,False,666,-10,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1628403-1629014-1629018-203468-2772",False,"false","85","250","2544","true","10"
"0021900726",4,33,660,-141,243,3,203076,False,272,-7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1626209-202355-203081-203468-2772",False,"false","-100","10","2544","true","10"
"0021900736",2,54,351,211,143,3,200765,False,0,17,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"200765-201980-203076-203484-2544","1628368-1628385-202709-203145-203992",False,"true","7","420","2544","true","0"
"0021900736",3,28,453,-187,166,3,202340,False,298,23,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627741-1628368-1628450-202357-203992",False,"true","85","140","2544","true","16"
"0021900736",1,7,22,-236,39,3,202340,True,616,4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1628368-1628385-202357-203084-203992",False,"false","155","200","2544","true","18"
"0021900736",1,9,26,226,38,3,201980,False,582,5,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1628368-1628385-202357-203084-203992",False,"false","135","240","2544","true","8"
"0021900736",1,11,30,193,157,3,201980,False,562,5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1628368-1628385-202357-203084-203992",False,"false","10","250","2544","true","20"
"0021900736",1,33,109,232,13,3,1628398,True,215,14,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-202340-203076-203484-2544","1627741-1628450-202357-202709-203145",False,"false","78","230","2544","true","19"
"0021900736",1,35,113,-215,134,3,202340,True,187,17,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-202340-203076-203484-2544","1627741-1628450-202357-202709-203145",False,"false","90","40","2544","true","17"
"0021900736",2,52,347,226,28,3,201980,True,6,16,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"200765-201980-203076-203484-2544","1628368-1628385-202709-203145-203992",False,"false","158","90","2544","true","3"
"0021900736",3,20,426,231,26,3,202340,False,407,21,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1628368-1628450-202357-203084-203992",False,"false","-47","110","2544","true","10"
"0021900736",2,28,278,225,8,3,203076,True,297,19,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1627936-200765-201980-203076-2544","1627741-1628368-1628385-202357-202709",False,"false","90","40","2544","true","8"
"0021900736",4,11,577,-195,171,3,200765,False,517,17,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1627741-1628368-202357-203084-203992",False,"false","-6","-30","2544","true","1"
"0021900754",1,11,32,226,8,3,202340,False,541,-1,NULL,False,0,NULL,0,False,"Corner3",30,31,"201580-201980-202340-203076-2544","1626168-1627749-1627854-200746-201942",False,"false","-70","140","2544","true","1"
"0021900754",2,44,274,-231,46,3,202340,False,51,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-201980-202340-203076-2544","1626168-1627854-1628401-200746-201942",False,"true","0","40","2544","true","14"
"0021900754",3,28,385,-231,5,3,202340,True,312,15,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1628401-200746-200752-201942-201988",False,"false","85","280","2544","true","18"
"0021900754",4,9,493,-227,4,3,203484,False,597,14,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1627751-1628401-1629022-201158-201988",False,"false","87","240","2544","true","11"
"0021900754",3,6,316,168,187,3,201980,True,638,8,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1626168-1627749-1627854-200746-201942",False,"true","-27","250","2544","true","18"
"0021900754",3,2,303,77,257,3,202340,False,678,8,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1626168-1627749-1627854-200746-201942",False,"true","-30","80","2544","true","2"
"0021900768",2,20,223,148,209,3,203484,False,426,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201980-203076-203484-2544","1627863-200757-201569-201935-203085",False,"false","50","250","2544","true","19"
"0021900768",2,48,308,-162,198,3,201980,True,25,-3,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-201980-203484-2544","1627863-201566-201935-203463-203496",False,"false","17","130","2544","true","20"
"0021900768",3,28,397,-220,73,3,202340,True,305,-4,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","200782-201566-201935-203463-203496",False,"false","38","260","2544","true","12"
"0021900768",2,16,207,-44,261,3,1627936,True,492,-5,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-203076-203484-2544-2730","1627863-200782-201566-201569-203085",False,"false","128","20","2544","true","10"
"0021900768",4,5,496,-237,90,3,200765,False,645,-2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-200765-203484-2544","1627863-200757-201566-203085-203496",False,"false","157","190","2544","true","3"
"0021900768",4,15,529,231,52,3,203484,False,534,-7,NULL,False,0,NULL,0,False,"Corner3",526,527,"1627936-200765-203076-203484-2544","1627863-200782-201566-201569-203496",False,"true","20","50","2544","true","8"
"0021900768",4,17,535,230,23,3,200765,False,510,-7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-200765-203076-203484-2544","1627863-200782-201566-201569-203496",False,"false","-42","250","2544","true","11"
"0021900768",4,19,545,123,233,3,1627936,True,482,-7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201980-203076-203484-2544","1627863-200782-201566-201569-201935",False,"true","-93","30","2544","true","12"
"0021900768",4,1,484,234,55,3,1627936,False,702,-4,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-1628398-200765-203484-2544","1627863-200757-201566-203085-203496",False,"false","7","50","2544","true","9"
"0021900783",1,24,72,57,260,3,202340,True,410,1,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627737-1627814-1629065-1629672-203952",False,"false","-115","20","2544","true","11"
"0021900783",1,20,63,-231,-2,3,202340,True,452,-2,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627737-1627814-1629065-1629672-203952",False,"false","45","10","2544","true","15"
"0021900783",1,26,82,132,227,3,202340,True,360,2,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627737-1627814-1629065-1629672-203952",False,"false","160","60","2544","true","9"
"0021900783",3,5,388,-175,221,3,201980,False,650,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627737-1627814-1629065-1629672-203952",False,"false","88","240","2544","true","20"
"0021900783",3,9,403,-50,268,3,202340,True,588,15,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627737-1627814-1629065-1629672-203952",False,"false","240","240","2544","true","13"
"0021900783",4,12,584,-234,34,3,200765,False,550,14,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-203584-2544-2730","1629308-1629346-1629668-1629673-202951",False,"false","-155","210","2544","true","14"
"0021900801",3,24,355,-222,14,3,202340,True,445,9,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1626162-1626164-1627767-1628969-201937",False,"false","25","210","2544","true","20"
"0021900801",2,28,241,199,183,3,201980,False,217,11,NULL,False,0,NULL,0,False,"Arc3",237,239,"201980-202340-203076-2544-2730","1626164-1627767-1628969-1629661-201937",False,"false","-245","230","2544","true","6"
"0021900801",2,38,271,-85,254,3,203076,False,85,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1626162-1626164-1627767-1628969-201937",False,"true","-14","190","2544","true","18"
"0021900801",3,4,301,-147,218,3,203076,False,668,11,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1626164-1627767-1628969-1629661-201937",False,"false","87","140","2544","true","8"
"0021900801",1,41,142,228,165,3,200765,False,59,-1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1626162-1627767-1628975-1629059-1629660",False,"true","-39","110","2544","true","0"
"0021900817",2,1,162,226,24,3,1628398,True,715,-8,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1628408-1628420-200794-203895-203943",False,"false","-29","110","2544","true","20"
"0021900817",2,9,184,193,152,3,203484,True,575,-9,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1628408-1628420-200794-203895-203943",False,"false","35","40","2544","true","4"
"0021900817",4,12,527,-217,118,3,203076,True,500,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-203076-203484-2544-2730","1627750-1628408-1628420-200794-203943",False,"false","90","250","2544","true","10"
"0021900817",4,22,561,-25,270,3,203076,False,323,-1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-203076-203484-2544-2730","1627750-1628420-203914-203924-203999",False,"false","128","140","2544","true","11"
"0021900817",1,10,36,221,-7,3,201980,False,583,4,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627750-1628470-203914-203924-203999",False,"false","2","100","2544","true","18"
"0021900817",2,41,293,-150,195,3,203076,False,100,3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-202340-203076-2544-2730","1627750-1628470-203914-203924-203999",False,"false","47","40","2544","true","19"
"0021900817",3,3,327,220,21,3,201980,True,684,6,NULL,NULL,0,True,2544,False,"Corner3",NULL,NULL,"201980-202340-203076-2544-2730","1627750-1628470-203914-203924-203999",False,"false","168","190","2544","true","17"
"0021900817",4,8,512,-142,212,3,203484,True,564,-4,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-1628398-201580-203484-2544","1627750-1628408-1628420-200794-203943",False,"false","123","260","2544","true","11"
"0021900817",4,42,646,-17,254,3,203076,False,44,2,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-202340-203076-203484-2544","1627750-1628470-203914-203924-203999",False,"false","-207","0","2544","true","8"
"0021900817",1,24,67,231,46,3,202340,False,398,-7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627750-1628470-203914-203924-203999",False,"false","23","50","2544","true","7"
"0021900817",4,26,580,-132,214,3,202340,False,262,-4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-202340-203076-2544-2730","1627750-1628470-203914-203924-203999",False,"false","88","240","2544","true","11"
"0021900817",5,7,676,-92,233,3,203076,True,211,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-203076-203484-2544-2730","1627750-1628470-203914-203924-203999",False,"true","147","20","2544","true","19"
"0021900817",5,9,681,215,121,3,203076,True,161,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-203076-203484-2544-2730","1627750-1628470-203914-203924-203999",False,"true","-72","110","2544","true","2"
"0021900817",5,15,700,-219,64,3,1627936,False,43,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-202340-203076-203484-2544","1627750-1628470-200794-203914-203924",False,"false","-99","210","2544","true","13"
"0021900939",1,3,15,179,214,3,201980,False,677,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201572-202083-202339-203114-203507",False,"false","-128","350","2544","true","19"
"0021900939",3,20,464,168,188,3,201980,True,422,10,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201572-202083-202339-203114-203507",False,"false","-169","250","2544","true","11"
"0021900833",1,12,41,-117,239,3,1628398,False,581,4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1628415-1628991-1629630-202685-203937",False,"false","-69","80","2544","true","10"
"0021900833",1,28,84,46,262,3,1628398,False,380,8,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1628415-1628991-1629630-202685-203937",False,"true","75","60","2544","true","12"
"0021900833",2,31,292,-226,43,3,203076,False,246,11,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201980-202340-203076-2544","1626145-1628415-1628991-202685-203937",False,"false","-52","220","2544","true","13"
"0021900833",4,46,760,-151,210,3,203076,True,30,10,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1627936-201980-202340-203076-2544","1628367-1629001-1629630-1629634-203476",False,"false","95","190","2544","true","4"
"0021900833",2,7,196,234,73,3,203484,False,578,10,NULL,False,0,NULL,0,False,"Corner3",194,195,"1627936-200765-201162-203484-2544","1628367-1629001-1629630-1629634-203476",False,"false","60","120","2544","true","10"
"0021900833",2,17,232,190,179,3,1627936,False,422,7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-200765-203076-203484-2544","1629630-1629634-1629741-202685-203937",False,"false","-42","250","2544","true","0"
"0021900833",3,11,400,-230,0,3,201980,False,539,19,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1628415-1629630-1629634-202685-203937",False,"false","22","60","2544","true","13"
"0021900833",4,36,718,-228,13,3,202340,False,188,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201580-202340-203076-2544","1628367-1628415-1629630-1629634-203476",False,"false","-67","50","2544","true","10"
"0021900833",1,16,50,152,216,3,201980,False,546,5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201580-201980-202340-2544","1628415-1628991-1629630-202685-203937",False,"false","15","270","2544","true","19"
"0021900939",1,1,7,151,205,3,203076,False,707,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201572-202083-202339-203114-203507",False,"false","12","260","2544","true","13"
"0021900939",1,37,125,46,252,3,202693,False,242,-1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-202340-202693-203484-2544","101107-1628978-201577-202083-203114",False,"false","-78","130","2544","true","11"
"0021900939",2,24,257,-149,205,3,203076,False,431,-7,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-201980-203076-2544-2730","101107-201572-202083-202339-203114",False,"true","95","240","2544","true","16"
"0021900948",4,23,633,-231,19,3,200765,False,326,7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-202340-203076-203484-2544","101150-1626149-202331-202694-202695",False,"false","-75","220","2544","true","9"
"0021900939",1,25,75,32,260,3,203076,False,417,-8,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201572-202083-202339-203114-203507",False,"false","-57","90","2544","true","11"
"0021900939",2,16,233,138,221,3,203484,False,510,-6,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-203076-203484-2544-2730","201572-202083-202339-203507-2594",False,"false","-85","390","2544","true","20"
"0021900939",3,6,419,-166,195,3,202340,False,626,-3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","201572-202083-202339-203114-203507",False,"false","-42","100","2544","true","11"
"0021900948",1,33,90,-1,258,3,1628398,False,297,0,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-201980-202340-203076-2544","1626149-201976-202331-202694-202695",False,"false","108","50","2544","true","8"
"0021900948",2,22,247,112,225,3,1628398,False,438,-5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-1628398-201980-2544-2730","101150-1626149-201976-202331-202695",False,"false","143","20","2544","true","10"
"0021900948",3,6,380,-214,114,3,202340,False,622,1,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202694-202695",False,"false","15","290","2544","true","18"
"0021900948",3,12,404,-226,55,3,202340,True,527,1,NULL,NULL,0,True,2544,False,"Corner3",402,403,"201580-201980-202340-203076-2544","1627826-201976-202331-202694-202695",False,"false","167","40","2544","true","10"
"0021900948",3,48,523,235,37,3,1628398,False,11,5,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-202693-203484-2544","101150-1626149-1629013-201976-203210",False,"true","-36","60","2544","true","5"
"0021900948",4,15,599,232,21,3,202693,False,445,7,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"200765-202693-203076-203484-2544","1626149-201976-202331-202694-202695",False,"false","122","190","2544","true","17"
"0021900948",4,29,653,-160,187,3,202340,True,238,6,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201980-202340-203076-203484-2544","101150-1626149-202331-202694-202695",False,"false","-22","280","2544","true","8"
"0021900948",1,9,26,-188,174,3,203076,False,599,-3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-201976-202331-202694-202695",False,"false","87","30","2544","true","8"
"0021900948",3,18,424,232,17,3,203076,False,440,3,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"201580-201980-202340-203076-2544","1627826-202331-202694-202695-202704",False,"false","-32","40","2544","true","0"
"0021900948",4,31,662,-225,0,3,202340,False,192,7,NULL,True,202331,NULL,0,False,"Corner3",NULL,NULL,"201980-202340-203076-203484-2544","101150-1626149-202331-202694-202695",False,"false","103","60","2544","true","3"
"0021900842",1,9,28,190,200,3,201980,False,580,4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627759-1628369-1628464-202330-203935",False,"false","-12","260","2544","true","19"
"0021900842",1,17,46,-169,200,3,202340,False,445,6,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627759-1628369-1628464-202330-203935",False,"false","15","300","2544","true","15"
"0021900842",2,8,167,179,184,3,200765,False,626,4,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1628398-200765-203484-2544-2730","1627759-1628369-1629641-202683-202954",False,"false","-1","50","2544","true","13"
"0021900842",3,16,382,141,220,3,203076,True,472,-7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627759-1628369-1628464-202330-203935",False,"false","100","40","2544","true","9"
"0021900842",3,28,429,63,251,3,203076,False,324,-5,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"201980-202340-203076-203484-2544","1628369-1629641-1629684-202954-203935",False,"true","187","100","2544","true","17"
"0021900842",3,18,387,-179,192,3,203076,True,438,-7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627759-1628369-1628464-202330-203935",False,"false","-15","50","2544","true","10"
"0021900842",4,37,660,-176,194,3,203076,True,126,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"1628398-202340-203076-203484-2544","1627759-1628369-1628464-202330-203935",False,"false","12","300","2544","true","11"
"0021900861",1,17,42,176,199,3,201980,True,519,7,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627742-1628366-1629627-201950-202324",False,"true","88","140","2544","true","19"
"0021900861",1,27,81,244,94,3,202340,False,364,11,NULL,False,0,NULL,0,False,"Arc3",94,95,"201580-201980-202340-203076-2544","1627742-1628366-1629627-201950-202324",False,"false","-110","220","2544","true","11"
"0021900861",2,2,186,225,47,3,200765,False,678,2,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1628398-200765-203484-2544-2730","1628404-1629627-1629740-200755-201950",False,"true","-29","90","2544","true","9"
"0021900861",2,46,352,117,241,3,201980,False,99,6,NULL,False,0,NULL,0,False,"Arc3",348,349,"201980-202340-202693-203076-2544","1627742-1628366-1629627-1629740-201950",False,"false","-222","210","2544","true","13"
"0021900861",1,1,7,232,89,3,201980,True,703,0,NULL,NULL,0,True,2544,False,"Arc3",NULL,NULL,"201580-201980-202340-203076-2544","1627742-1628366-1629627-201950-202324",False,"false","-56","20","2544","true","9"
"0021900861",3,48,529,-50,277,3,202693,False,87,-3,NULL,False,0,NULL,0,False,"Arc3",NULL,NULL,"1627936-202693-203076-203484-2544","1626143-1627742-1629740-200755-201950",False,"false","132","210","2544","true","13"
"0021900861",4,45,700,-231,65,3,203076,False,116,10,NULL,False,0,NULL,0,False,"Corner3",NULL,NULL,"1627936-201980-203076-203484-2544","1627742-1628366-1629627-201950-202324",False,"false","-115","260","2544","true","10"
